name,surname,fullname,sex,birth date,id,id_type,phone_number
Salvatore,Petruso,Salvatore Petruso,male,1948-05-07,JZ5056763,Italian passport,00393500759748
Franco,Monti,Franco Monti,male,1938-12-12,AP5797116,Italian passport,00393757779023
Franco,Sgrona,Franco Sgrona,male,1973-10-30,WT96013GN,Italian electronic identity card,00393776472837
Eddi,Cocco,Eddi Cocco,male,2014-02-17,JM9603997T,Italian driving license card,00393783795043
Tina,Gagliardi,Tina Gagliardi,female,1938-11-16,JL2656672F,Italian driving license card,00393534113561
Emilia,Profili,Emilia Profili,female,1980-09-22,WF13345RO,Italian electronic identity card,00393779743997
Raffaele,Caso,Raffaele Caso,male,1986-05-01,AM2784806V,Italian driving license card,00393755343931
Salvatore,Dibattista,Salvatore Dibattista,male,2007-06-18,VS99298DS,Italian electronic identity card,00393792305998
Mario,Bianchi,Mario Bianchi,male,1972-06-30,RI2903880,Italian passport,00393791982609
Francesco,Cavataio,Francesco Cavataio,male,1941-10-26,PG8915918,Italian passport,00393783294717
Federico,Tietto,Federico Tietto,male,1943-04-30,KD3715896L,Italian driving license card,00393512160318
Maria Rosa,Cedroni,Maria Rosa Cedroni,female,1957-08-06,PB9749814P,Italian driving license card,00393774978302
Rosemarie,Magri,Rosemarie Magri,female,1986-10-11,RD2402616,Italian passport,00393510912048
Salvatore,Balena,Salvatore Balena,male,1987-02-25,EX2430513,Italian passport,00393365928092
Gianni,Mascialino,Gianni Mascialino,male,1980-08-03,NT8341337,Italian passport,00393701343262
Marianna,Sforza,Marianna Sforza,female,1931-03-06,WA2294531W,Italian driving license card,00393778528285
Pino,Rafeli,Pino Rafeli,male,1961-11-25,OP11150SW,Italian electronic identity card,00393772964072
Nerella,Fox,Nerella Fox,female,1955-02-02,OW6014145V,Italian driving license card,00393783756673
Maria,Asciuga,Maria Asciuga,female,1991-11-09,YS5583451,Italian passport,00393701345053
Diego,de Palma,Diego de Palma,male,1990-05-23,SI6043056,Italian passport,00393515384866
Dino,Di Noia,Dino Di Noia,male,2009-06-28,RX28304DE,Italian electronic identity card,00393710414280
Massimo,Azzalli,Massimo Azzalli,male,1958-12-17,RP21539UX,Italian electronic identity card,00393735955574
Mauro,Baccanelli,Mauro Baccanelli,male,1989-07-03,XY6219832,Italian passport,00393757617431
Claudio,Crescenzio,Claudio Crescenzio,male,1945-02-19,BR1409660K,Italian driving license card,00393701679499
Nazzareno,Luongo,Nazzareno Luongo,male,1949-01-21,MC89591HW,Italian electronic identity card,00393776757521
Bianca,Zucchetti,Bianca Zucchetti,female,2008-04-06,PN4696297,Italian passport,00393710347948
Fabio,Lucarelli,Fabio Lucarelli,male,1997-12-13,FJ55983WV,Italian electronic identity card,00393500280920
Camillo,Perretta,Camillo Perretta,male,2004-01-19,UO45651LH,Italian electronic identity card,00393791403872
Annamaria,Zinni,Annamaria Zinni,female,1970-10-28,DA2429433T,Italian driving license card,00393783480428
Antonio,Marchesani,Antonio Marchesani,male,2018-04-12,YB34871QF,Italian electronic identity card,00393512964255
Guido,Di Serafino,Guido Di Serafino,male,2013-03-13,PW27244PO,Italian electronic identity card,00393501585164
Richie,Tonello,Richie Tonello,male,2008-11-23,KL5334356,Italian passport,00393774573994
Alfiero,Gallorini,Alfiero Gallorini,male,1998-03-09,XT2126470,Italian passport,00393778846347
Pina,Ritta,Pina Ritta,male,1974-02-15,HK2529723,Italian passport,00393515637623
Angelo,Sinibaldi,Angelo Sinibaldi,male,1993-01-21,KE50043BK,Italian electronic identity card,00393778485372
Angelo,Sinibaldi,Angelo Sinibaldi,male,2006-04-21,XC3940828,Italian passport,00393756472143
Sergio,Menicucci,Sergio Menicucci,male,1943-02-10,HX48399AM,Italian electronic identity card,00393792324538
Emidio,Vena,Emidio Vena,male,1954-08-29,OZ3426115Y,Italian driving license card,00393520116418
Francesca,Ricciardi,Francesca Ricciardi,female,1950-10-14,ES1228533T,Italian driving license card,00393204838058
Aldo,Bonaventura,Aldo Bonaventura,male,1996-05-06,EM42873SQ,Italian electronic identity card,00393924343313
Giovanna Aurora,Irmici,Giovanna Aurora Irmici,female,1957-02-23,GW9014182,Italian passport,00393778308649
Giorgio,Mastrodomenico,Giorgio Mastrodomenico,male,1960-10-25,JT49376FZ,Italian electronic identity card,00393208044931
Graziella,Orangis,Graziella Orangis,female,2003-08-08,MB5398391,Italian passport,00393517820514
Angelo,D'Ascenzo,Angelo D'Ascenzo,male,1972-12-28,MO86384RN,Italian electronic identity card,00393756390929
Giuseppe,Puglisi,Giuseppe Puglisi,male,1944-11-12,UF2306500,Italian passport,00393778210842
Antonio,De Liquori,Antonio De Liquori,male,1961-02-23,JZ2336595,Italian passport,00393206351127
Antonio,Fiorino,Antonio Fiorino,male,1937-07-15,EF4350543G,Italian driving license card,00393315861181
Concordia,Adelphia,Concordia Adelphia,male,1974-08-25,PX80684RG,Italian electronic identity card,00393520661980
Loris,Brocchini,Loris Brocchini,male,1954-10-26,CS57503CT,Italian electronic identity card,00393783498224
Giuseppe,Greco,Giuseppe Greco,male,2008-09-01,MW2053287,Italian passport,00393701135684
Elide,Tocco,Elide Tocco,female,1989-11-15,OY7422434,Italian passport,00393783573976
Bernardo,Bassoli,Bernardo Bassoli,male,1970-11-26,CP10767AW,Italian electronic identity card,00393394307348
Giacomo,Patti,Giacomo Patti,male,1961-08-11,VD41463YG,Italian electronic identity card,00393710675145
Pedro,Perez Alcazar,Pedro Perez Alcazar,male,1943-10-12,MO48696SI,Italian electronic identity card,00393793637797
Rolando,Branco,Rolando Branco,male,1944-09-06,VR72813BT,Italian electronic identity card,00393778532579
Alessandro,Miceli,Alessandro Miceli,male,1955-04-20,NZ5516085M,Italian driving license card,00393427577263
Maurizio,Campi,Maurizio Campi,male,2002-02-02,TO4884726,Italian passport,00393793370424
Marcello,Persica,Marcello Persica,male,1959-10-10,RK7979668C,Italian driving license card,00393701179811
Gaetano,Cascianelli,Gaetano Cascianelli,male,2009-10-01,JG96884IG,Italian electronic identity card,00393512571735
Luisab,Carta,Luisab Carta,female,1975-09-19,TF48422EM,Italian electronic identity card,00393703453738
Don Antonio,Diotallevi,Don Antonio Diotallevi,male,1939-10-12,NW5132232Q,Italian driving license card,00393779136703
Mara,Orrù,Mara Orrù,female,1990-06-21,FJ6233531I,Italian driving license card,00393477361801
Giordano,Bolgan,Giordano Bolgan,male,1992-07-04,RO3793859E,Italian driving license card,00393791585520
Francesco,Pignanelli,Francesco Pignanelli,male,1989-08-07,FR49712UJ,Italian electronic identity card,00393701512572
Massimiliano,Marcon,Massimiliano Marcon,male,1960-10-27,LI71266RD,Italian electronic identity card,00393505405066
Ruggero,Ruggeri,Ruggero Ruggeri,male,1966-01-15,OW2657132G,Italian driving license card,00393778381775
Pier Calogero,Gallea,Pier Calogero Gallea,male,1934-12-04,UU44661YH,Italian electronic identity card,00393505770214
Paolo,Frontani,Paolo Frontani,male,2016-05-01,OT27882ZD,Italian electronic identity card,00393534952524
Carla,Menghi,Carla Menghi,female,2011-09-22,EY28111IP,Italian electronic identity card,00393791413447
Sandro,Aversano,Sandro Aversano,male,1995-11-04,VJ6434544,Italian passport,00393783699584
Loreta Pia,Di Cosmo,Loreta Pia Di Cosmo,female,1954-03-08,WT67502IK,Italian electronic identity card,00393793455738
Teresa,Console,Teresa Console,female,2016-11-28,WT74973QA,Italian electronic identity card,00393793716722
Vincenzo,Cicero,Vincenzo Cicero,male,1997-02-11,QB10009PX,Italian electronic identity card,00393701818335
Eduardo,Quintanilla,Eduardo Quintanilla,male,1942-07-29,DG4739537U,Italian driving license card,00393461456463
Franco,Canu,Franco Canu,male,1932-07-22,UJ41075AN,Italian electronic identity card,00393783657868
Domenico,Barbuto,Domenico Barbuto,male,2005-10-11,VB81634FM,Italian electronic identity card,00393783340606
Elena,Pieropan,Elena Pieropan,female,1946-02-05,QC4742235,Italian passport,00393778151009
Enzo,Brando,Enzo Brando,male,1950-01-27,IV7784732,Italian passport,00393701167242
Ugo,Mainolfi,Ugo Mainolfi,male,1942-07-17,JC20684LF,Italian electronic identity card,00393461889649
Mauro,Mosconi,Mauro Mosconi,male,1967-10-07,AU93429FO,Italian electronic identity card,00393205824536
Anna,Albano,Anna Albano,female,1975-09-14,KA8327800,Italian passport,00393783766916
Sergio,Muya,Sergio Muya,male,1937-05-31,FO4647660,Italian passport,00393558273631
Giampiero,Gratta,Giampiero Gratta,male,1940-07-24,TS3795621,Italian passport,00393701885201
Gina,Ricci,Gina Ricci,female,1957-02-12,VP79148TU,Italian electronic identity card,00393209346656
Benedetto,Camoni,Benedetto Camoni,male,1999-10-23,BW49747VX,Italian electronic identity card,00393793862112
Massimo,Bortolami,Massimo Bortolami,male,1977-09-11,LZ2880919,Italian passport,00393757354818
Enzo,Stingone,Enzo Stingone,male,1942-10-16,OF2954390U,Italian driving license card,00393773348402
Carmela,D'Aquino,Carmela D'Aquino,female,2002-08-27,TX7188109,Italian passport,00393792396881
Flavia,Fantozzi,Flavia Fantozzi,female,2010-11-08,YO6682618R,Italian driving license card,00393792931168
Mariella,Trovato Salinnaro,Mariella Trovato Salinnaro,female,1966-07-02,LC97210DW,Italian electronic identity card,00393205247439
Rita,Nani,Rita Nani,female,2019-12-14,VB8703476R,Italian driving license card,00393909600814
Giovanni,Santarelli,Giovanni Santarelli,male,1935-09-01,VN1096822,Italian passport,00393505219923
Teobaldo,Padovani,Teobaldo Padovani,male,1975-02-11,DH2813987U,Italian driving license card,00393379190548
Patrizia,Latorre,Patrizia Latorre,female,1932-01-15,GW2121533L,Italian driving license card,00393513988294
Marco,Giannini,Marco Giannini,male,2003-06-27,IW96061PZ,Italian electronic identity card,00393778317372
Caldana,Piergiorgio,Caldana Piergiorgio,male,2009-06-29,EC40937TY,Italian electronic identity card,00393703343984
Graziano,Bompadre,Graziano Bompadre,male,1938-09-04,KE6941518,Italian passport,00393711632768
Rocco,Varlese II,Rocco Varlese II,male,1969-02-13,QQ76617PY,Italian electronic identity card,00393505492311
Elena,Ditavi,Elena Ditavi,female,1938-11-13,BK4340683,Italian passport,00393516662961
Marta,Iannetta,Marta Iannetta,female,1960-09-22,PW8395864M,Italian driving license card,00393827304440
Pietro,Facchini,Pietro Facchini,male,1950-05-03,XQ98410MO,Italian electronic identity card,00393637386085
Maurizio,Marzio,Maurizio Marzio,male,2003-03-23,YI2089234,Italian passport,00393201649353
Alessandro,Protani,Alessandro Protani,male,1948-09-04,CE6098729R,Italian driving license card,00393441126817
Lia,Scafaro,Lia Scafaro,female,2014-11-12,HG48107FV,Italian electronic identity card,00393791921832
Salvatore,Nallo,Salvatore Nallo,male,1984-04-18,JG3681608,Italian passport,00393442036751
Guida,Alpina,Guida Alpina,male,1974-07-29,LI7114782C,Italian driving license card,00393703320230
Walter,Carta,Walter Carta,male,2003-04-14,VF4348289,Italian passport,00393710248784
Barbara,Ruggiero,Barbara Ruggiero,female,1956-08-13,BH5934073,Italian passport,00393314146616
Maria,D'Agostino,Maria D'Agostino,female,1937-01-19,PQ6107244T,Italian driving license card,00393736205174
Nieddu,Marco,Nieddu Marco,male,1956-10-13,CJ39111NO,Italian electronic identity card,00393501744608
Antonio,Delussu,Antonio Delussu,male,1951-01-04,VR7522825I,Italian driving license card,00393279599732
Cinzia,Cogoni,Cinzia Cogoni,female,1997-10-23,HZ6900354,Italian passport,00393777304535
Naide,Canu,Naide Canu,female,1951-07-23,UX4433300U,Italian driving license card,00393777157036
Paolo,Garau,Paolo Garau,male,1995-01-10,AD8716263M,Italian driving license card,00393459176677
Giuseppe,Fiori,Giuseppe Fiori,male,1994-10-04,UJ8962742,Italian passport,00393514965504
Daniela,Caretta,Daniela Caretta,female,1964-10-08,ZF7057732T,Italian driving license card,00393201021483
Antonio,Mavellia,Antonio Mavellia,male,1957-10-12,KX2589648K,Italian driving license card,00393442735385
Tommaso,Scialpi,Tommaso Scialpi,male,1995-02-03,YQ9149384D,Italian driving license card,00393501391621
Mimma,Peschetola,Mimma Peschetola,female,2004-08-15,VL2571708,Italian passport,00393773919633
Giovanna Aurora,Irmici,Giovanna Aurora Irmici,female,2011-07-24,QV97100DN,Italian electronic identity card,00393505172040
Antonio,Vispo,Antonio Vispo,male,1961-05-05,FV7297202L,Italian driving license card,00393509904978
Isquierda,Navarra,Isquierda Navarra,female,1969-12-03,LK88314JO,Italian electronic identity card,00393520104888
Giuseppe,Minnaja,Giuseppe Minnaja,male,1982-08-21,PF21396WD,Italian electronic identity card,00393756988442
Piero,Albanese,Piero Albanese,male,1982-02-04,BB28144YO,Italian electronic identity card,00393501950546
Leo,Grassi,Leo Grassi,male,1999-11-12,ZM4679387,Italian passport,00393778472739
Gino,Deliso,Gino Deliso,male,1997-03-19,VV6513708,Italian passport,00393772511017
Rossana,Rumolo,Rossana Rumolo,female,1930-07-04,NY5536482,Italian passport,00393777157473
Salvatore,Franzese,Salvatore Franzese,male,1956-09-04,UA44720RS,Italian electronic identity card,00393710285237
Giuseppe,Urraro,Giuseppe Urraro,male,2000-11-16,MQ2075238H,Italian driving license card,00393501158786
Antonio,Neola,Antonio Neola,male,1932-09-29,PY46909OL,Italian electronic identity card,00393635154134
Pina,Capuano,Pina Capuano,female,1961-07-12,TI5601705,Italian passport,00393517924584
Orlando,Salvatore,Orlando Salvatore,male,2019-07-07,VN1113871H,Italian driving license card,00393921183752
Massimo,Paturzo,Massimo Paturzo,male,1990-01-07,TA9367126I,Italian driving license card,00393778170536
Angela,Cimmino,Angela Cimmino,female,1936-10-15,PQ6039405,Italian passport,00393462212305
Lina,D'Angelo,Lina D'Angelo,female,1969-02-18,SR63744UK,Italian electronic identity card,00393201431760
Nicola,Olivieri,Nicola Olivieri,male,2009-05-29,YJ21505MU,Italian electronic identity card,00393806223780
Antonio,Perrone,Antonio Perrone,male,2002-02-28,SA3745095V,Italian driving license card,00393701445919
Arcangelo,Marroccella,Arcangelo Marroccella,male,1959-03-14,XT79242NL,Italian electronic identity card,00393926091516
Gina,Ranocchi,Gina Ranocchi,female,1932-08-11,RO36799MC,Italian electronic identity card,00393534708447
Pino,Poerio,Pino Poerio,male,1937-05-03,SO60048NB,Italian electronic identity card,00393756617825
Rodolfo,Esposito,Rodolfo Esposito,male,1965-08-12,EP9032128P,Italian driving license card,00393792141415
Luisa,Liguori,Luisa Liguori,female,2010-06-12,RQ8278528H,Italian driving license card,00393635865445
Lorenzo,Rapicano,Lorenzo Rapicano,male,1980-08-15,FQ48716MU,Italian electronic identity card,00393206290855
Aldo,Notaro,Aldo Notaro,male,1981-01-27,UC3226197Y,Italian driving license card,00393701221711
Enrico,Aurino,Enrico Aurino,male,1976-12-24,UM1123654,Italian passport,00393201416156
Peppe,Luongo,Peppe Luongo,male,1959-06-01,IQ3904401,Italian passport,00393929517202
Marco,Canale,Marco Canale,male,1958-09-02,AN7587446O,Italian driving license card,00393713507246
Emanuele,Clemente,Emanuele Clemente,male,1956-09-23,OH80122KK,Italian electronic identity card,00393701744302
Alberto,Magnani,Alberto Magnani,male,1934-11-30,JE6368044K,Italian driving license card,00393501169118
Stefano,Pirozzi,Stefano Pirozzi,male,2013-09-04,IP81624LC,Italian electronic identity card,00393783283543
Alessandro,Frenna,Alessandro Frenna,male,2017-02-13,LK4163371N,Italian driving license card,00393793721109
Gianluca,Speranza,Gianluca Speranza,male,1958-07-18,HT4141529H,Italian driving license card,00393777787414
Pasquale,Mocerino,Pasquale Mocerino,male,2001-01-10,LL75789FM,Italian electronic identity card,00393715836433
Cornelio,Cocò,Cornelio Cocò,male,1955-06-11,DB4552683,Italian passport,00393703592460
Mimmo,Scialla,Mimmo Scialla,male,1973-04-17,CG7482562P,Italian driving license card,00393501730948
Pietro,Amadoro,Pietro Amadoro,male,1996-05-07,UH44249EH,Italian electronic identity card,00393783785538
Claudio,Farina,Claudio Farina,male,1947-12-14,AP26202KI,Italian electronic identity card,00393515764205
Ciro,Tassiello,Ciro Tassiello,male,2003-07-03,CZ3573252,Italian passport,00393559190730
Rina,Buccheri,Rina Buccheri,female,1947-01-25,LC3456029,Italian passport,00393701299208
Angelo,Fruncillo,Angelo Fruncillo,male,1946-03-03,QJ2046069,Italian passport,00393770733114
Emilio,Giordano,Emilio Giordano,male,1961-10-05,SZ30691XZ,Italian electronic identity card,00393793623790
Alessandro,Del Prete,Alessandro Del Prete,male,1994-08-01,AB9979813T,Italian driving license card,00393505569705
Lino,Manfredi,Lino Manfredi,male,2017-12-14,EO6804689T,Italian driving license card,00393757543746
Lia,Scafaro,Lia Scafaro,female,2008-05-15,LD3975306I,Italian driving license card,00393501980028
Mary,Marinelli,Mary Marinelli,female,1970-03-27,HH83399JW,Italian electronic identity card,00393783638253
Salvatore,Monti,Salvatore Monti,male,1965-11-22,KL59760JE,Italian electronic identity card,00393773410466
Francesco,Cimmino,Francesco Cimmino,male,1974-01-21,UL79049PR,Italian electronic identity card,00393701431272
Pierino,Roccoccolano,Pierino Roccoccolano,male,1970-03-22,HG84407NK,Italian electronic identity card,00393777460848
Angelo,Scungio,Angelo Scungio,male,1980-01-22,HU89853OI,Italian electronic identity card,00393791285236
Francesc,Cerasuolo,Francesc Cerasuolo,female,2016-11-01,UR5997861M,Italian driving license card,00393235484432
Pino,Oliva,Pino Oliva,male,1930-11-21,PP1297918,Italian passport,00393501600787
Gino,Prestianni,Gino Prestianni,male,1942-01-22,TM8347690,Italian passport,00393500401130
Gaetano,Anastasio,Gaetano Anastasio,male,1961-10-19,WM7620842T,Italian driving license card,00393701950724
Michele,Vitagliano,Michele Vitagliano,male,1989-07-15,FN5432101E,Italian driving license card,00393927435284
Gianfranco,de Vito,Gianfranco de Vito,male,2003-02-09,HU7794984S,Italian driving license card,00393668201060
Pasquale,Alaterna,Pasquale Alaterna,male,1956-10-26,YK42616XY,Italian electronic identity card,00393509116966
Giuseppe,Colella,Giuseppe Colella,male,2001-12-21,WW7668906H,Italian driving license card,00393414983240
Antonio,D'Addio,Antonio D'Addio,male,2006-04-14,QP2673825Z,Italian driving license card,00393501794553
Lucia,Severi,Lucia Severi,female,1985-02-14,OX73582UX,Italian electronic identity card,00393772459723
Gennaro,Rossi,Gennaro Rossi,male,1935-03-11,WA4293259,Italian passport,00393703627396
Domi,Papa,Domi Papa,male,1960-11-24,LF3175025,Italian passport,00393777840136
Salvatore,Sal,Salvatore Sal,male,2007-04-02,IQ87236PH,Italian electronic identity card,00393311200537
Paolo,Russo,Paolo Russo,male,1979-05-04,FN2995154,Italian passport,00393778608325
Nunzia,Liguori,Nunzia Liguori,female,2014-04-14,SY5917104G,Italian driving license card,00393703374637
Franco,Giglio,Franco Giglio,male,1944-11-09,KU24225AP,Italian electronic identity card,00393792797694
Eugenio,Borroni,Eugenio Borroni,male,2009-12-04,BH5553888,Italian passport,00393793714832
Giuseppe,Meo,Giuseppe Meo,male,2017-10-25,BD1474631,Italian passport,00393757915498
Antonio,Ambrosio,Antonio Ambrosio,male,2009-06-18,UT4903414G,Italian driving license card,00393791421727
Emanuele,Boccia,Emanuele Boccia,male,1958-06-25,RE71020QI,Italian electronic identity card,00393335484685
Michele,Flocco,Michele Flocco,male,1989-03-08,FW9093719T,Italian driving license card,00393286097523
Claudio,Maffettone,Claudio Maffettone,male,1954-06-12,UJ2457738G,Italian driving license card,00393778682971
Roberto,Pontis,Roberto Pontis,male,1983-01-03,FG6228307,Italian passport,00393624495659
Giuseppe,Serpico,Giuseppe Serpico,male,1965-07-10,EH46409VC,Italian electronic identity card,00393791922113
MammAnnas,Kitchen,MammAnnas Kitchen,female,2007-04-15,DU98196DW,Italian electronic identity card,00393701193483
Franco Balascio,Francesca Minieri,Franco Balascio Francesca Minieri,male,1992-02-13,SP55098LQ,Italian electronic identity card,00393500828551
Patrizia,de Martino,Patrizia de Martino,female,2014-07-23,DU31137RT,Italian electronic identity card,00393355730101
Franck,Dergoui,Franck Dergoui,male,1953-07-26,RE80937GU,Italian electronic identity card,00393209715468
Rino,Keller,Rino Keller,male,1952-05-12,XV4365968V,Italian driving license card,00393224377237
Francesco,D'amato,Francesco D'amato,male,1950-06-28,MX8005685,Italian passport,00393703947405
Solo,Cinque,Solo Cinque,male,1981-07-19,GF26926DV,Italian electronic identity card,00393777734499
Carlo,Tramici,Carlo Tramici,male,1958-08-24,QJ3898646,Italian passport,00393777208035
Marie,Henriette,Marie Henriette,female,2010-07-29,XZ6712058A,Italian driving license card,00393757913626
Pierino,Perfetto,Pierino Perfetto,male,1947-05-11,BP5058346,Italian passport,00393501143189
Maurizio,Stella,Maurizio Stella,male,1969-11-20,AJ9717056B,Italian driving license card,00393756525690
Lorenzo,Langellotti,Lorenzo Langellotti,male,1970-08-02,KD9164540V,Italian driving license card,00393778151625
Salvatore,Mariniello,Salvatore Mariniello,male,1985-04-26,XA2152040R,Italian driving license card,00393701349610
Rossano,Cavallaro,Rossano Cavallaro,male,1990-09-24,PE73096FN,Italian electronic identity card,00393783416884
Michele,Abagnale,Michele Abagnale,male,2019-06-09,OR60414HW,Italian electronic identity card,00393534277580
Pietro,Castiello,Pietro Castiello,male,1964-04-08,YG9472345N,Italian driving license card,00393791874516
Salvatore,Russo,Salvatore Russo,male,1930-12-29,CZ3272606U,Italian driving license card,00393208321095
Gaetano,Gondola,Gaetano Gondola,male,1959-01-03,DZ5222877,Italian passport,00393791848803
Hair Planeta,Hair Live,Hair Planeta Hair Live,male,1979-03-14,FX3924839,Italian passport,00393770187405
Andrea,Maio,Andrea Maio,male,1990-01-05,ZK70119JH,Italian electronic identity card,00393757755514
Giorgio,Pagano,Giorgio Pagano,male,1961-05-08,AE6290309,Italian passport,00393512434652
Gennaro,Sorrentino,Gennaro Sorrentino,male,1934-05-18,LR9841328,Italian passport,00393311977661
Ferdinando,Zaccariello,Ferdinando Zaccariello,male,1939-04-22,WG92764VB,Italian electronic identity card,00393791378055
Mena,Poly,Mena Poly,female,1998-04-01,PC71051KW,Italian electronic identity card,00393478417817
Raffaele,Marino,Raffaele Marino,male,1981-01-18,AG79312KE,Italian electronic identity card,00393792636759
Gabriele,Canzanella,Gabriele Canzanella,male,1951-03-28,DB1065826,Italian passport,00393783706805
Cristofaro,Garofalo,Cristofaro Garofalo,male,1978-09-01,GA2925529,Italian passport,00393783334290
Catello,Mirto,Catello Mirto,male,1944-11-26,UE5234218L,Italian driving license card,00393701140298
Giuseppe,Buono,Giuseppe Buono,male,1945-03-25,PM88302GR,Italian electronic identity card,00393783824521
Carlo,Scarcella,Carlo Scarcella,male,2004-09-12,ZM3619066T,Italian driving license card,00393614730403
Annabella,Barra,Annabella Barra,female,1980-09-19,YK9615793,Italian passport,00393793131184
Michele Flemma,Michele,Michele Flemma Michele,male,1970-02-09,YZ4023926X,Italian driving license card,00393791178643
Angelo,Pezzella,Angelo Pezzella,male,1981-07-21,IQ3276107,Italian passport,00393510154803
Morra,Gennaro,Morra Gennaro,male,1942-03-24,CR85742HO,Italian electronic identity card,00393514130889
Sergio,D'Elia,Sergio D'Elia,male,2010-08-24,RP9685571S,Italian driving license card,00393207600170
Gennaro,Supino,Gennaro Supino,male,1981-04-05,VL3634936,Italian passport,00393825895308
Annalisa,Carrozza,Annalisa Carrozza,female,1967-01-11,AO61422RJ,Italian electronic identity card,00393239395350
Giuseppe,Rossi,Giuseppe Rossi,male,1972-06-28,RJ7846195,Italian passport,00393778566773
Bartolo,Mariniello,Bartolo Mariniello,male,1976-06-20,MU7310328N,Italian driving license card,00393514431750
Grazio,Antonio,Grazio Antonio,male,2003-11-25,TT95166BP,Italian electronic identity card,00393351181600
Lucia,Della Gatta,Lucia Della Gatta,female,1978-08-18,GQ44810XW,Italian electronic identity card,00393519347051
Vittorio,Moine,Vittorio Moine,male,1949-02-08,FF7730231,Italian passport,00393778414889
Gennaro,Saturnino,Gennaro Saturnino,male,1949-05-22,VC7284424,Italian passport,00393500345729
Umberto,Guarino,Umberto Guarino,male,2002-08-12,IB4991287,Italian passport,00393738374144
Fiorella,De Rosa,Fiorella De Rosa,female,1998-08-06,CV8149301Q,Italian driving license card,00393518515872
Marco,Napolitano,Marco Napolitano,male,1986-09-28,ZV1142724,Italian passport,00393773580377
Filippo,Palumbo,Filippo Palumbo,male,1994-12-08,XV2843617,Italian passport,00393513657932
Michele,Grillo,Michele Grillo,male,1987-09-10,YZ69900HP,Italian electronic identity card,00393783182719
Francine,Dibenedetto,Francine Dibenedetto,female,2006-04-13,JK9389323,Italian passport,00393711131289
Alfonso,Trapuzzano,Alfonso Trapuzzano,male,1998-05-04,JN8639397Q,Italian driving license card,00393778367713
Carolina,Cavallo,Carolina Cavallo,female,2014-04-12,HO5357436K,Italian driving license card,00393202856441
Tella,Sulis,Tella Sulis,female,1964-09-15,LL7855149,Italian passport,00393778373649
Vincenzo,Petricciuolo,Vincenzo Petricciuolo,male,1969-03-12,OG9433369,Italian passport,00393777144102
Renato,del Forno,Renato del Forno,male,1955-06-28,YS28518ND,Italian electronic identity card,00393703847878
Roberto,Uliano,Roberto Uliano,male,1948-08-12,LO1606742,Italian passport,00393778808883
Rosa,Di Meo,Rosa Di Meo,female,1948-04-02,QJ4008075,Italian passport,00393756110333
Pietro,Riccio,Pietro Riccio,male,1989-08-17,FM8404584W,Italian driving license card,00393831014577
Luana,Sergi,Luana Sergi,female,1935-10-08,KF4246954,Italian passport,00393514721245
Kenneth,Parker,Kenneth Parker,male,1972-01-02,FC39319FN,Italian electronic identity card,00393609207106
Gilberto,Dongu,Gilberto Dongu,male,1962-04-15,LZ8452989V,Italian driving license card,00393714972733
Federica,Caporaso,Federica Caporaso,female,1962-02-18,DM86041RW,Italian electronic identity card,00393783928234
Adriano,Capa,Adriano Capa,male,1987-03-15,XU4535381,Italian passport,00393756827257
Anna Maria,de Fusco,Anna Maria de Fusco,female,1963-04-10,FW4568617,Italian passport,00393311915808
Gennaro,Santoro,Gennaro Santoro,male,1993-08-05,ST1652044Q,Italian driving license card,00393710784559
Beccari,Biancamaria,Beccari Biancamaria,female,1946-11-15,DA3732629,Italian passport,00393793991656
Anna,Nuzzi,Anna Nuzzi,female,1947-04-18,IX4494487,Italian passport,00393778644229
Pina,Tommasone,Pina Tommasone,female,1983-07-16,UO4177095R,Italian driving license card,00393783797779
Pierluigi,Paternuosto,Pierluigi Paternuosto,male,1959-09-22,MX64692CL,Italian electronic identity card,00393501542563
Lorenzo,Verrengia,Lorenzo Verrengia,male,1944-06-03,YX3725132,Italian passport,00393778641605
Renato,Cardillo,Renato Cardillo,male,1948-01-21,KQ34735TF,Italian electronic identity card,00393501419899
Salvatore,Mameli,Salvatore Mameli,male,1939-03-14,EG8836138D,Italian driving license card,00393701490343
Mauro,Gnazzo,Mauro Gnazzo,male,1988-12-19,PK4257496,Italian passport,00393791370313
Giorgio,Bettin,Giorgio Bettin,male,1980-12-13,JD1636045B,Italian driving license card,00393484596115
Damiano,Rossi,Damiano Rossi,male,2017-05-27,LB2860145I,Italian driving license card,00393770700670
Massimo,Leo,Massimo Leo,male,1968-10-16,TM8662111,Italian passport,00393793116326
Antonio,Acciano,Antonio Acciano,female,1997-11-27,DX5561033D,Italian driving license card,00393278891567
Francesco,Mastrogiacomo,Francesco Mastrogiacomo,male,1990-06-20,GY8857221B,Italian driving license card,00393311846103
Del Vecchio,Packaging Srls,Del Vecchio Packaging Srls,male,2015-10-31,NF5353557L,Italian driving license card,00393602877044
Antonio,Borrelli,Antonio Borrelli,male,1993-02-08,OM3731151,Italian passport,00393711190974
Emilio,Amendola,Emilio Amendola,male,1942-04-07,FP6102055,Italian passport,00393757765707
Antonio,Pipolo,Antonio Pipolo,male,1957-02-02,OZ2515839,Italian passport,00393783530942
Nicola,Annunziato,Nicola Annunziato,male,1993-07-28,OD1914432U,Italian driving license card,00393710545867
