name,surname,fullname,sex,birth date,id,id_type
Valerio,Gaido,Valerio Gaido,male,2017-11-10,JE3536688N,Italian driving license card
Rossella,Fedele,Rossella Fedele,female,2004-06-30,UR89061UQ,Italian electronic identity card
Lina,Tizzani,Lina Tizzani,female,1949-07-21,PZ67305EY,Italian electronic identity card
Ciro,Attore,Ciro Attore,male,1963-11-11,PH10135OE,Italian electronic identity card
Mariano,Rauseo,Mariano Rauseo,male,1990-09-28,LP93453IQ,Italian electronic identity card
Pierino,Curletta,Pierino Curletta,male,2015-03-16,LW4385939,Italian passport
Francesco,Viscusi,Francesco Viscusi,male,2012-01-24,PJ53273AT,Italian electronic identity card
Maria,Suadoni,Maria Suadoni,female,2009-08-11,IN4405100,Italian passport
Anna,Tannoia,Anna Tannoia,female,1974-11-02,OH49108EE,Italian electronic identity card
Santina,Pesce,Santina Pesce,female,2006-03-06,GU65234WB,Italian electronic identity card
Ele,Canu,Ele Canu,female,1978-09-15,KB63356AO,Italian electronic identity card
Anna,Intini,Anna Intini,female,1964-04-07,JD3127661J,Italian driving license card
Tiziana,Provasi,Tiziana Provasi,female,1961-02-19,IK3909588,Italian passport
Nicola,Epa,Nicola Epa,male,1940-03-06,GP5924624K,Italian driving license card
Fabio,Termine,Fabio Termine,male,1939-08-14,VU5737878M,Italian driving license card
Chiara,Bargiggia,Chiara Bargiggia,female,1931-07-21,QX1665014V,Italian driving license card
Luigi,Carnevale,Luigi Carnevale,male,1947-05-23,XP18951KE,Italian electronic identity card
Vanda,Canella,Vanda Canella,female,1944-12-27,XE7330907,Italian passport
Michele,Cagliostro,Michele Cagliostro,male,2014-07-30,IA1857031,Italian passport
Tommi,Perro,Tommi Perro,male,1990-02-05,WO69858MC,Italian electronic identity card
Vena,Venanzio,Vena Venanzio,male,1943-11-16,SL8177876,Italian passport
Valeria,Furii,Valeria Furii,female,1956-07-28,ID2023544,Italian passport
Paky,Mercadante,Paky Mercadante,male,2003-08-05,BV4670606,Italian passport
Giuliano,Paesano,Giuliano Paesano,male,1991-04-20,LS9118416W,Italian driving license card
Ernesto,Pietra,Ernesto Pietra,male,1941-07-10,ZF7172658,Italian passport
Francesco,Pignataro,Francesco Pignataro,male,1937-03-21,OA63458KI,Italian electronic identity card
Lia,Benvenuti,Lia Benvenuti,female,2019-06-22,YR79706DR,Italian electronic identity card
Bianchi,Lorenzo,Bianchi Lorenzo,male,1937-11-14,FA8012847K,Italian driving license card
Vieri,Bandini,Vieri Bandini,male,1935-02-23,CG48088XY,Italian electronic identity card
Salvatore,Terzo,Salvatore Terzo,male,1998-11-23,CT7153888W,Italian driving license card
Patrizia,Quattropani,Patrizia Quattropani,female,1985-07-11,UV42620WQ,Italian electronic identity card
Antonella,Esposito,Antonella Esposito,female,1986-10-15,QI17333BM,Italian electronic identity card
Fausto,Bosi,Fausto Bosi,male,1976-09-19,LA94580JB,Italian electronic identity card
Francesco,Boccalari,Francesco Boccalari,male,2009-04-14,WV97445ZF,Italian electronic identity card
Carla,Beria,Carla Beria,female,1953-12-02,FO7297885W,Italian driving license card
Maurizio,Casciello,Maurizio Casciello,male,1990-03-14,QE7285395,Italian passport
Massimo,Altamura,Massimo Altamura,male,1977-05-28,HT27929KN,Italian electronic identity card
Elida,Mercedes,Elida Mercedes,female,1952-06-03,KZ2007755N,Italian driving license card
Anna,Di Sturco,Anna Di Sturco,female,1972-08-11,OL5765116T,Italian driving license card
Francarte,Modernariato,Francarte Modernariato,male,2004-02-09,EA7386703,Italian passport
Franco,Principi,Franco Principi,male,2016-10-12,JY53987MB,Italian electronic identity card
Simonetta,Cappelli,Simonetta Cappelli,female,2007-03-15,DX35534FP,Italian electronic identity card
Iolanda,Ritonnale,Iolanda Ritonnale,female,1936-11-21,DI2321690X,Italian driving license card
Roberto,Crema,Roberto Crema,male,1991-08-21,FM2658923,Italian passport
Claudio,Celestini,Claudio Celestini,male,1932-08-26,QS8476358C,Italian driving license card
Marco Maria,Bracaglia,Marco Maria Bracaglia,male,1996-10-04,XC6631041V,Italian driving license card
Salvatore,Internicola,Salvatore Internicola,male,1974-10-22,LG8116554,Italian passport
Giulia,Calcagnile,Giulia Calcagnile,female,1963-06-26,OX6985699,Italian passport
Salvatore,Tamburino,Salvatore Tamburino,male,1973-01-04,VY6300007A,Italian driving license card
Alessandro,Moncelsi,Alessandro Moncelsi,male,1976-07-31,KZ4571162,Italian passport
Franco,Scipioni,Franco Scipioni,male,1943-10-27,LJ7219807J,Italian driving license card
Paolo,Mearilli,Paolo Mearilli,male,1985-09-07,NX84148AQ,Italian electronic identity card
Nicola,Guttieri,Nicola Guttieri,male,2013-05-26,QW3221500,Italian passport
Annamaria,Raicovi,Annamaria Raicovi,female,1946-09-10,NY35564HX,Italian electronic identity card
Cristina,Moscarola,Cristina Moscarola,female,1944-12-09,SQ34436IM,Italian electronic identity card
Aĺcide,Tonetti,Aĺcide Tonetti,male,1951-08-16,VQ24167EX,Italian electronic identity card
Doris,De La Cruz,Doris De La Cruz,female,2015-07-17,CD4451271U,Italian driving license card
Michele,Colonna,Michele Colonna,male,2007-11-11,AW6145009,Italian passport
Marco,Crozzoli,Marco Crozzoli,male,1937-05-26,HP24266GL,Italian electronic identity card
Domenica,Esposito,Domenica Esposito,female,1966-05-08,AQ1232902V,Italian driving license card
Michele,D' Amato,Michele D' Amato,male,1958-04-03,CV75328PP,Italian electronic identity card
Piero,Randazzo,Piero Randazzo,male,1967-01-29,DX5517637,Italian passport
Carolina,Ceccagno,Carolina Ceccagno,female,1948-07-17,RF9304171X,Italian driving license card
Francesca,Saccoccio,Francesca Saccoccio,female,2008-05-07,HH7793195U,Italian driving license card
Santino,Antonuccio,Santino Antonuccio,male,1961-07-16,AY75709TD,Italian electronic identity card
Orfeo,Rossi,Orfeo Rossi,male,2014-03-31,UW3805142X,Italian driving license card
Lorenzo,Bernardi,Lorenzo Bernardi,male,1951-08-15,GA1659489,Italian passport
Franco,Bortoli,Franco Bortoli,male,2008-05-06,ZQ8574253R,Italian driving license card
Cinzia,Indiveri,Cinzia Indiveri,female,1945-06-13,VS5962491G,Italian driving license card
Annunziato,Scigliano,Annunziato Scigliano,male,2003-08-23,NI6524058A,Italian driving license card
Antonino,Tuttolomondo,Antonino Tuttolomondo,male,1995-08-06,CT83129SB,Italian electronic identity card
Daniele,Melis,Daniele Melis,male,1958-02-16,ZI4333150R,Italian driving license card
Giovanni,Bevilacqua,Giovanni Bevilacqua,male,1949-07-09,RY9617401D,Italian driving license card
Giampaolo,Bernardi,Giampaolo Bernardi,male,1999-09-21,WV9982738J,Italian driving license card
Peppe,Carillo,Peppe Carillo,male,1952-02-05,AR5528538F,Italian driving license card
Angelo,Fermo,Angelo Fermo,male,1964-05-10,EK4085502B,Italian driving license card
Giuseppina,Volpe,Giuseppina Volpe,female,1987-06-22,US51189UU,Italian electronic identity card
Maurizio,Trento,Maurizio Trento,male,1955-03-27,EE3505773G,Italian driving license card
Tiziano,Cappellazzo,Tiziano Cappellazzo,male,1931-05-02,JT9932116G,Italian driving license card
Cristina,Venzi,Cristina Venzi,female,1963-04-29,VR1068791N,Italian driving license card
Gian Angelo,Piccin,Gian Angelo Piccin,male,2002-07-20,RB66363KT,Italian electronic identity card
Dodi,Villani,Dodi Villani,male,1940-02-07,GG7726993V,Italian driving license card
Giangiorgio,Romano,Giangiorgio Romano,male,1941-09-27,QH42110FM,Italian electronic identity card
Lidia,Corsi,Lidia Corsi,female,1995-01-24,CK6648581,Italian passport
Roberto,Gamba,Roberto Gamba,male,1979-06-27,YN6356242Y,Italian driving license card
Giuseppe,Venuso,Giuseppe Venuso,male,1962-06-28,CD1675466,Italian passport
Francesco,Salerno,Francesco Salerno,male,1940-08-11,RP78992MO,Italian electronic identity card
Genny,Pelizzon,Genny Pelizzon,female,1978-09-04,RX5841051Q,Italian driving license card
Bruno,Agazia,Bruno Agazia,male,1935-06-08,ZB88620EU,Italian electronic identity card
Lorenza,Lavini,Lorenza Lavini,female,1979-06-14,MC40546BY,Italian electronic identity card
Laura,Gregolin,Laura Gregolin,female,1983-11-05,WJ33295AK,Italian electronic identity card
Roberto,Rossin,Roberto Rossin,male,1994-07-24,ZJ7927275L,Italian driving license card
Natalina,Squaranti,Natalina Squaranti,female,1974-07-29,GE2433539E,Italian driving license card
Luca,Miotto,Luca Miotto,male,1987-08-08,SP9007262,Italian passport
Andrea,Mancaniello,Andrea Mancaniello,male,1986-04-11,RJ7594546,Italian passport
Giuseppe,De Fazio,Giuseppe De Fazio,male,1991-09-04,YP3484705,Italian passport
Mariacandida,Benedetti,Mariacandida Benedetti,female,2009-04-10,VZ39353DQ,Italian electronic identity card
Alfredo,Borace,Alfredo Borace,female,1948-09-27,IR2324473V,Italian driving license card
Luciano,Bluciano,Luciano Bluciano,male,1967-07-10,UM9676825M,Italian driving license card
Franco,Soffiati,Franco Soffiati,male,1973-05-24,DJ23979NB,Italian electronic identity card
Giusi,Chirico,Giusi Chirico,female,2010-12-09,IX3476538,Italian passport
Roberto,Farinon,Roberto Farinon,male,1959-06-04,DF2425659,Italian passport
Carmelo,Raco,Carmelo Raco,male,1990-11-04,VS3839550X,Italian driving license card
Mary,Sole,Mary Sole,female,1940-12-14,OG52618YY,Italian electronic identity card
Roberto,Bizzotto,Roberto Bizzotto,male,1954-02-27,RS3603413,Italian passport
Elio,Cordovani,Elio Cordovani,male,1974-04-13,EF95640UV,Italian electronic identity card
Arianna,Cogo,Arianna Cogo,female,1990-07-04,IT6129280R,Italian driving license card
Sergiu,Ludosan,Sergiu Ludosan,male,1980-01-20,RT86168TC,Italian electronic identity card
Anastasia,De Francisci,Anastasia De Francisci,male,2014-06-17,FK4779895,Italian passport
Susi,Righetto,Susi Righetto,female,1933-03-04,TL77955GO,Italian electronic identity card
Raffaele,Cent'anni,Raffaele Cent'anni,male,1983-06-17,CL6827089,Italian passport
Giovanna,Tommarchi,Giovanna Tommarchi,female,1982-09-02,SB11829BI,Italian electronic identity card
Mauro,Belforti,Mauro Belforti,male,1976-10-11,FH4433070Y,Italian driving license card
Maria Grazia,Genna,Maria Grazia Genna,female,1965-09-10,ZM48361SC,Italian electronic identity card
Nadia,Giani,Nadia Giani,female,1996-10-23,EL2753739,Italian passport
Roberto,Biagioni,Roberto Biagioni,male,1979-07-16,QR54272WW,Italian electronic identity card
Federica,Ederle,Federica Ederle,female,1966-05-27,XZ33474MW,Italian electronic identity card
Lucrezia,Verardi,Lucrezia Verardi,female,2008-12-02,MJ2432298,Italian passport
Marilena,Alessandri,Marilena Alessandri,female,1932-07-21,ON8071914,Italian passport
Monica,Pandolfi,Monica Pandolfi,female,1976-01-14,OE3531993G,Italian driving license card
Mario,Ferrieri,Mario Ferrieri,male,1936-01-16,VR6090406,Italian passport
Primo,Zunino,Primo Zunino,male,1969-09-30,SY6366341,Italian passport
Massimo,Pulze,Massimo Pulze,male,2015-04-02,OR7438214D,Italian driving license card
Marco,Barbieri,Marco Barbieri,male,1954-10-20,BY66761XM,Italian electronic identity card
Enzo,Asaro,Enzo Asaro,male,1964-07-19,GV20670IM,Italian electronic identity card
Ugo,Salvini,Ugo Salvini,male,1944-06-30,CP4058143,Italian passport
Alma,Chiara,Alma Chiara,female,1988-04-28,WP4280948,Italian passport
FranKo,Oblak,FranKo Oblak,male,2013-04-04,XP30063LC,Italian electronic identity card
Alessandro,Gozzi,Alessandro Gozzi,male,2006-09-28,QX4357938R,Italian driving license card
Paolo G.,Parovel,Paolo G. Parovel,male,2003-07-23,JX2149137T,Italian driving license card
Massimiliano,Zap,Massimiliano Zap,male,1961-08-15,XT89248FV,Italian electronic identity card
Pasqualina,Sanna,Pasqualina Sanna,female,2000-08-23,NI4246675,Italian passport
Francesco,Sarcina,Francesco Sarcina,male,1939-12-22,PW7700451,Italian passport
Manuel,Gustini,Manuel Gustini,male,2007-03-12,IO9817076,Italian passport
Michelina,Giaco',Michelina Giaco',female,1945-11-01,GW76152LW,Italian electronic identity card
Paola,Sigaretta,Paola Sigaretta,female,1951-05-14,FC37953UQ,Italian electronic identity card
Donatella,Angelini,Donatella Angelini,female,1951-01-21,RO4560401S,Italian driving license card
Barbara,Barsotti,Barbara Barsotti,female,2013-11-19,LC5522762,Italian passport
Silvia,Rigo,Silvia Rigo,female,1974-06-24,EF15169FR,Italian electronic identity card
Martin,Zwo,Martin Zwo,male,1952-11-24,AZ49058ZI,Italian electronic identity card
Cosimo,Macripo,Cosimo Macripo,male,1993-04-07,FK4153553,Italian passport
Mauro,Pinna,Mauro Pinna,male,1971-08-05,JY27896VY,Italian electronic identity card
Annamaria,Ciampi,Annamaria Ciampi,female,1997-11-10,NF9557494H,Italian driving license card
Ivana,Cadez,Ivana Cadez,female,1933-10-15,VC9463304H,Italian driving license card
Alberto,D'Alfonso,Alberto D'Alfonso,male,1960-02-05,EO5215887X,Italian driving license card
Silvano,Stefani,Silvano Stefani,male,1946-03-20,VU7358417,Italian passport
Stati,Terenzio,Stati Terenzio,male,1964-09-23,ZI5994675E,Italian driving license card
De,Sergio,De Sergio,male,1942-11-03,AN8816078,Italian passport
Manuel,Rodeano,Manuel Rodeano,male,1938-09-20,NF6876920,Italian passport
Gabriel,Landriscina,Gabriel Landriscina,male,1936-04-16,YU9344059W,Italian driving license card
Francesca,Cardinali,Francesca Cardinali,female,1990-01-07,EL71616MT,Italian electronic identity card
Matteo,Ruggeri,Matteo Ruggeri,male,1946-11-15,EG87369NF,Italian electronic identity card
Vincenzo,Colistra,Vincenzo Colistra,male,1965-11-05,JM1244037N,Italian driving license card
Andrea,Cancelli,Andrea Cancelli,female,2016-01-11,LY3974908,Italian passport
Nicola,Redi,Nicola Redi,male,1932-12-06,XY78186YD,Italian electronic identity card
Doriana,Zoz,Doriana Zoz,female,1988-07-31,ME5481489T,Italian driving license card
Giuseppe,Spione,Giuseppe Spione,male,1950-12-15,RK7497071,Italian passport
Teresa,Carnevale,Teresa Carnevale,female,1931-03-15,OJ73232VA,Italian electronic identity card
Donato,Basile,Donato Basile,male,1975-04-25,SR5818457L,Italian driving license card
Uittrio,Grispino,Uittrio Grispino,male,1950-12-21,HR8007970,Italian passport
Graziella,Garofalo,Graziella Garofalo,female,1942-05-10,DK3163134,Italian passport
Aldo,Caramadre,Aldo Caramadre,male,1984-11-22,PC3871441L,Italian driving license card
Luca,Barichello,Luca Barichello,male,1974-01-31,KG19780XZ,Italian electronic identity card
Vanessa,Santoro,Vanessa Santoro,female,2017-04-02,IF17480JZ,Italian electronic identity card
Mazzaferro,Mazzaferro,Mazzaferro Mazzaferro,male,2002-03-18,QN2620525,Italian passport
Edda,Nonino,Edda Nonino,female,1967-05-18,VM58314AQ,Italian electronic identity card
Pietro,Iacolare,Pietro Iacolare,male,1937-09-01,FU26457JP,Italian electronic identity card
Veronica,Bronzato,Veronica Bronzato,female,1971-11-16,HW1309859O,Italian driving license card
Angelo,Usai,Angelo Usai,male,1956-09-11,KW3514654Y,Italian driving license card
Giosuè,Fiorenza,Giosuè Fiorenza,male,1945-09-19,HA8357657,Italian passport
Ugo,Pacella,Ugo Pacella,male,1976-07-19,AF7170736R,Italian driving license card
Dario,Montalbetti,Dario Montalbetti,male,1963-07-14,PE7179101E,Italian driving license card
Silvano,D'Ambros,Silvano D'Ambros,male,1962-12-25,GP1166353,Italian passport
Gianfranco,Mariutti,Gianfranco Mariutti,male,1931-09-22,YD2311694V,Italian driving license card
Gaetano,Cruscomagno,Gaetano Cruscomagno,male,1988-12-15,GW90037EG,Italian electronic identity card
Paolo,de Rossi,Paolo de Rossi,male,1957-09-09,SW8530217H,Italian driving license card
Guido,Tateo,Guido Tateo,male,1933-11-05,UJ1531572K,Italian driving license card
Bruna,Massacci,Bruna Massacci,female,2007-05-21,MQ66450XC,Italian electronic identity card
Mauro,Golo,Mauro Golo,male,1974-01-29,JG25716WO,Italian electronic identity card
Ciccio,Bello,Ciccio Bello,male,1940-04-05,UL22010FO,Italian electronic identity card
Ferdy,Queens,Ferdy Queens,male,1962-04-03,ZM7744480B,Italian driving license card
Rosanna,Pisani,Rosanna Pisani,female,1990-10-13,RS37448CP,Italian electronic identity card
Frank,Alt,Frank Alt,male,1954-11-03,PN8480758,Italian passport
Cesare,Mason,Cesare Mason,male,1961-11-25,BV2497107H,Italian driving license card
Paolo,Procaccini,Paolo Procaccini,male,1989-09-02,OM3938078,Italian passport
Massimo,Sartore,Massimo Sartore,male,1969-02-23,OL50307YB,Italian electronic identity card
Antonio,Antelmi,Antonio Antelmi,male,1966-03-04,QJ6082889,Italian passport
Andrea,Tabacchi,Andrea Tabacchi,male,1963-06-07,VX9228160L,Italian driving license card
Carmen,Thor,Carmen Thor,female,2007-07-28,DN4481468C,Italian driving license card
Michele,Dovì,Michele Dovì,male,1938-11-15,EX3520336R,Italian driving license card
Biagio,Dell'Anna,Biagio Dell'Anna,male,1991-05-25,DR1435269,Italian passport
Achille,Piscedda,Achille Piscedda,male,1939-05-08,WH10631DP,Italian electronic identity card
Maria,Fioretti,Maria Fioretti,female,1954-11-18,YY7728668,Italian passport
Teresa,Demarino,Teresa Demarino,female,1989-12-24,KI79088HG,Italian electronic identity card
Gianluigi,Conte,Gianluigi Conte,male,2016-10-18,UI8436696N,Italian driving license card
Fabio,Carlin,Fabio Carlin,male,1987-01-03,YP74165YZ,Italian electronic identity card
Luigi,Sorvillo,Luigi Sorvillo,male,1988-07-30,NT3293246I,Italian driving license card
Irene,Giuspino,Irene Giuspino,female,1959-01-07,UQ71927XF,Italian electronic identity card
Vittorio,de Pasquale,Vittorio de Pasquale,male,1992-03-27,PT32732RK,Italian electronic identity card
Franco,Storti,Franco Storti,male,1930-07-17,OK40745DE,Italian electronic identity card
Vincenzo,Sampino,Vincenzo Sampino,male,1957-07-19,TE1152442,Italian passport
Denise,Da Ronche,Denise Da Ronche,female,1946-09-14,PU6059170W,Italian driving license card
Moreno,Fronn,Moreno Fronn,male,1961-12-02,GT1957924,Italian passport
Rossano,Nobilio,Rossano Nobilio,male,2015-11-22,AR70729YS,Italian electronic identity card
Federico,Lorusso,Federico Lorusso,male,1945-09-18,VU84859MV,Italian electronic identity card
Vittorino,Compagno,Vittorino Compagno,male,1995-01-28,JI79390VE,Italian electronic identity card
Porreca,Annito,Porreca Annito,male,1940-01-11,XY2807912X,Italian driving license card
Guido,Pinarello,Guido Pinarello,male,1973-06-05,VT45807FE,Italian electronic identity card
Franky,Frankino,Franky Frankino,male,1966-10-06,FZ5468925E,Italian driving license card
Moretto,Marco,Moretto Marco,male,1937-10-15,IO8710245V,Italian driving license card
Christian,Spada,Christian Spada,male,1959-04-14,BI7048101K,Italian driving license card
Beppino,Campaci,Beppino Campaci,male,1945-10-13,LH6355345Q,Italian driving license card
Vincenzo,Mennuni,Vincenzo Mennuni,male,1957-04-02,PI1758389Q,Italian driving license card
Piero,Feliciotti,Piero Feliciotti,male,1994-02-11,VC9211377T,Italian driving license card
Aurora,Pietrobon,Aurora Pietrobon,female,1969-03-10,XO8576975,Italian passport
Luca,Petrillo,Luca Petrillo,male,1994-05-23,WQ9311334,Italian passport
Tiziana,Filiputti,Tiziana Filiputti,female,1994-10-10,PA3457452,Italian passport
Andrea,Rossetto,Andrea Rossetto,male,1965-11-19,KO3209239V,Italian driving license card
Michele,Porcelli,Michele Porcelli,male,1954-10-06,FU5602936O,Italian driving license card
Luigi,Sinigaglia,Luigi Sinigaglia,male,2018-09-13,OL3788012,Italian passport
Monica,Paganelli,Monica Paganelli,female,2001-03-01,ZD2611601Z,Italian driving license card
Paola,Mastrofini,Paola Mastrofini,female,1935-10-30,BS75113NS,Italian electronic identity card
Mirko,Paoli,Mirko Paoli,male,1942-04-26,ZR28731LT,Italian electronic identity card
Peppe,Galfano,Peppe Galfano,male,1956-10-19,DH67708BJ,Italian electronic identity card
Ilenia,Semeraro,Ilenia Semeraro,female,1942-07-09,LM9104114V,Italian driving license card
Agnieszka,Kosobudzka,Agnieszka Kosobudzka,female,2008-08-24,PX59815NO,Italian electronic identity card
Papi Chelsea,Zigoni,Papi Chelsea Zigoni,male,2018-10-01,OX66978BP,Italian electronic identity card
Giuseppe,Finiello,Giuseppe Finiello,male,2004-05-21,AF4596263B,Italian driving license card
Anita,Basso,Anita Basso,female,2012-05-22,FM3964411L,Italian driving license card
Luigi,Beghelli,Luigi Beghelli,male,1950-08-11,RL61009EW,Italian electronic identity card
Fabio,Bortolini,Fabio Bortolini,male,1967-06-13,BB50380NS,Italian electronic identity card
Giuseppe,Cinquerrui,Giuseppe Cinquerrui,male,1959-07-30,IX58703JT,Italian electronic identity card
Tullio,Tommaso,Tullio Tommaso,male,2000-08-01,WD7600983,Italian passport
Pino,Cavasin,Pino Cavasin,male,2014-07-04,PR72401UN,Italian electronic identity card
Marzia,Berti,Marzia Berti,female,1954-05-29,QC8554648R,Italian driving license card
Giovanni,Teso,Giovanni Teso,male,2004-02-21,ZT9946629P,Italian driving license card
Doriana,Manzini,Doriana Manzini,female,1973-11-13,UK6774070,Italian passport
Sergio,Dalla Venezia,Sergio Dalla Venezia,male,1990-12-19,SZ7966257V,Italian driving license card
Maria Chiara,Sciurti,Maria Chiara Sciurti,female,1987-07-23,XO54799GX,Italian electronic identity card
Enzo,Zanin,Enzo Zanin,male,1970-06-07,LJ3744006,Italian passport
Gaetano,Gambin,Gaetano Gambin,male,1967-02-28,AT99217GL,Italian electronic identity card
Calogero,Leanza,Calogero Leanza,male,1956-09-10,GN6988588,Italian passport
Gianni,Moratti,Gianni Moratti,male,2018-03-04,IR2136719,Italian passport
Angela,Angelo,Angela Angelo,female,1999-05-25,ZT9412753H,Italian driving license card
Ivano,Mastria,Ivano Mastria,male,1951-01-29,HE23967VV,Italian electronic identity card
Claudio,Zamperini,Claudio Zamperini,male,2010-05-18,ZJ6587308D,Italian driving license card
Cristina,Nani,Cristina Nani,female,1955-06-16,ON5875230A,Italian driving license card
Francesco,Conigliaro,Francesco Conigliaro,male,1950-08-01,GW7954966,Italian passport
Valentina,Straface,Valentina Straface,female,1978-12-06,SO88588CQ,Italian electronic identity card
Piero,Petricci,Piero Petricci,male,2011-08-19,QI50961CE,Italian electronic identity card
Joe,Clear,Joe Clear,male,1995-12-25,NC4461463,Italian passport
Francesca,Petrassi,Francesca Petrassi,female,1952-12-20,JJ5601533N,Italian driving license card
Giovanni,Leuci,Giovanni Leuci,male,1977-06-18,PM2295724I,Italian driving license card
Cesare,Silvestri,Cesare Silvestri,male,1931-07-14,AE5522904,Italian passport
Stefania,Inzirillo,Stefania Inzirillo,female,2009-11-26,CG12186ET,Italian electronic identity card
Anna Maria,Tonin,Anna Maria Tonin,female,1997-10-02,HL54871NF,Italian electronic identity card
Andrea,Fauzzi,Andrea Fauzzi,male,1960-12-17,NF4242410U,Italian driving license card
Pino,Melis,Pino Melis,male,2012-01-07,EU63061UX,Italian electronic identity card
Milvano,Zin,Milvano Zin,male,1990-04-05,TU8095458X,Italian driving license card
Antonino,Gatto,Antonino Gatto,male,1989-07-19,JN7363323,Italian passport
Franco,Borrelli,Franco Borrelli,male,1957-11-11,SO3606424,Italian passport
Vincenzo,Buonocore,Vincenzo Buonocore,male,1994-03-17,QH1373653,Italian passport
Guido Giovanni,Riccio,Guido Giovanni Riccio,male,2005-05-14,LF5341640L,Italian driving license card
Luca,Spaccino,Luca Spaccino,male,1978-01-26,PA17192IY,Italian electronic identity card
Franco,Caviezel,Franco Caviezel,male,1988-12-26,LZ1022216Y,Italian driving license card
Lina,Tremante,Lina Tremante,female,1940-05-12,RU8272368,Italian passport
Rita,Cramer,Rita Cramer,female,1961-02-05,IZ9724195N,Italian driving license card
Walter,Arena,Walter Arena,male,1987-04-19,FH7251162,Italian passport
Lucarelli,Antonio,Lucarelli Antonio,male,1944-05-20,TB74627KW,Italian electronic identity card
Domenico,Cerasuolo,Domenico Cerasuolo,male,1963-01-28,BX5076548,Italian passport
Daniele,Perli,Daniele Perli,male,1942-07-26,HM2629145,Italian passport
Bernardino,Pettinato,Bernardino Pettinato,male,1959-03-14,IH96980ID,Italian electronic identity card
Dionisio,Labbate,Dionisio Labbate,male,2004-03-09,HT37027CK,Italian electronic identity card
Rocco,Ligato,Rocco Ligato,male,1984-10-26,RZ97987UU,Italian electronic identity card
Jacopo,Iavarone,Jacopo Iavarone,male,1971-03-13,BT2573039,Italian passport
Annamaria,Bolognino,Annamaria Bolognino,female,1966-07-31,BH3460870M,Italian driving license card
Francesco,Conte,Francesco Conte,male,1933-10-13,KT4543837K,Italian driving license card
Giovanna,de Siena,Giovanna de Siena,female,1930-03-08,XU3203422M,Italian driving license card
Elena,Ferri,Elena Ferri,female,1973-08-03,AW4830001N,Italian driving license card
Franco,Paolino,Franco Paolino,male,1984-12-13,NP7103684,Italian passport
Lorenzo,Zanolli,Lorenzo Zanolli,male,1949-08-17,MG64778ZU,Italian electronic identity card
Mariangela,Bertone,Mariangela Bertone,female,2019-07-02,HJ86199BH,Italian electronic identity card
Carmelo,Pirisi,Carmelo Pirisi,male,1940-09-05,JL9849402,Italian passport
Fedele,Ceravolo,Fedele Ceravolo,male,1967-03-09,ZO6354487,Italian passport
Oliveri,Francesco,Oliveri Francesco,male,2010-08-16,GS45216JS,Italian electronic identity card
Giulia,Rovere,Giulia Rovere,female,1948-11-11,FQ89438EO,Italian electronic identity card
Marco,Bruzzone,Marco Bruzzone,male,1965-06-16,NS4058926I,Italian driving license card
Marcella,Lecca,Marcella Lecca,female,1975-11-20,KB3464714,Italian passport
Nicola,Cioce,Nicola Cioce,male,2019-09-23,RA1846477,Italian passport
Ciro Franca,Di Luca,Ciro Franca Di Luca,male,1997-05-22,AE2738655Z,Italian driving license card
Angelo,Parodi,Angelo Parodi,male,1951-09-01,JS29241TT,Italian electronic identity card
Franca,Galleni,Franca Galleni,female,1931-03-20,RZ4630251,Italian passport
Umberto,Caruso,Umberto Caruso,male,1933-06-09,ZK87675DR,Italian electronic identity card
Vincenzino,Barrile,Vincenzino Barrile,male,1959-12-07,UW8291375A,Italian driving license card
Paolo,Testa,Paolo Testa,male,1967-10-10,VI75615KB,Italian electronic identity card
Angelo,Loconte,Angelo Loconte,male,1965-02-05,KO1849340,Italian passport
Gaetano,Sancilio,Gaetano Sancilio,male,1978-06-06,JI1176107,Italian passport
Giuseppe,Blanco,Giuseppe Blanco,male,1983-08-27,YQ26668KM,Italian electronic identity card
Antonietta,Altana,Antonietta Altana,female,2015-12-01,LV9217573I,Italian driving license card
Lorenzo,Ruggiero,Lorenzo Ruggiero,male,1994-01-19,ZQ42504GT,Italian electronic identity card
Vito,Tropiano,Vito Tropiano,male,1960-01-05,SW5982442,Italian passport
Pietro,Modugno,Pietro Modugno,male,2018-01-29,NK3989827,Italian passport
Domenico,Grappa,Domenico Grappa,male,2020-06-26,GB42648AJ,Italian electronic identity card
Roberto,Salsiccia,Roberto Salsiccia,male,2010-07-30,DC7078547,Italian passport
Fabio,Sangaletti,Fabio Sangaletti,male,2020-02-07,HH4309555I,Italian driving license card
Domenico,Franzese,Domenico Franzese,male,2000-05-30,AR9131086G,Italian driving license card
Alessio,Ferraris,Alessio Ferraris,male,1970-10-18,HB1033355W,Italian driving license card
Annamaria,Quaranta,Annamaria Quaranta,female,1989-06-15,FC49898ST,Italian electronic identity card
Antonella,Bonura,Antonella Bonura,female,1996-01-03,HM93200CZ,Italian electronic identity card
Budo,Masuta,Budo Masuta,male,1962-10-18,XI6724277,Italian passport
Giovanni,Labate,Giovanni Labate,male,2004-09-13,HK5663019,Italian passport
Maria,Rizzo,Maria Rizzo,female,1979-10-16,UM7370263,Italian passport
Lorenzo,Calzolari,Lorenzo Calzolari,male,1959-06-11,VL8675822T,Italian driving license card
Yvette,Boers,Yvette Boers,female,2012-09-09,OF6124074,Italian passport
